Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,Total_Purchases,Fresh_Ratio,Milk_Ratio,Grocery_Ratio,Frozen_Ratio,Detergents_Paper_Ratio,Delicassen_Ratio
2,3,39679,3944,4955,1364,523,2235,52700,0.7529222011385199,0.27356664576921536,0.30663132651195635,0.16087993330796874,0.09961977048621802,0.20593656103925675
1,3,20105,1887,1939,8164,716,790,33601,0.5983452873426386,0.23697899249855123,0.24022201371757657,0.4929188160916207,0.14597564734016583,0.15333363956960003
1,3,3884,3801,1641,876,397,4829,15428,0.25175006481721546,0.49635696422500636,0.3261365520107,0.23828529274028554,0.16041332405574169,0.5594661146305077
2,3,15076,6257,7398,1504,1916,3113,35264,0.4275181488203267,0.4212280572623877,0.45802731355641046,0.2065181051813499,0.23309446765848937,0.29711444995192665
1,3,6338,2256,1668,1492,311,686,12751,0.4970590541918281,0.4206272694674253,0.361681171126569,0.3420678741923397,0.15617376188860607,0.23194762767521057
1,3,5841,1450,1162,597,476,70,9596,0.6086911213005419,0.3887217860216824,0.34798293308348077,0.24942618599352134,0.2227195583404417,0.08540905178933406
2,3,3136,8630,13586,5641,4666,1426,37085,0.08456249157341243,0.4823988415286783,0.6052665362334598,0.3900128427722632,0.35470983114613036,0.19609233640126805
1,3,38793,3154,2648,1034,96,1242,46967,0.8259629101283881,0.2591399879059847,0.23744475462185805,0.14837606835929612,0.045210489183742195,0.1626164169088347
1,3,3225,3294,1902,282,68,1114,9885,0.3262518968133536,0.5772626524853972,0.43864877360564447,0.16890255426615897,0.08294039885523857,0.3357022550513105
2,3,4048,5164,10391,130,813,179,20725,0.19531966224366706,0.49916697796814247,0.708078491965458,0.0791998586588399,0.19806056024541732,0.09293498771775308
1,3,28257,944,2146,3881,600,270,36098,0.7827857499030417,0.16171281117537864,0.2438222241065262,0.32789156988261936,0.128924084131797,0.08648490481668002
1,3,17770,4591,1617,9927,246,532,34683,0.5123547559323012,0.36382732926445627,0.2159218944664725,0.5349961823655834,0.08421883423843463,0.12385042128217312
1,3,34454,7435,8469,2540,1711,2893,57502,0.5991791589857745,0.359582883964163,0.38377315392735645,0.21017225462222022,0.17249778771241595,0.22430179116588744
1,3,1821,1364,3450,4006,397,361,11399,0.15975085533818756,0.34591851535419116,0.5501437338604854,0.5928189743465483,0.1866215862583533,0.17795910959580163
1,3,10683,21858,15400,3635,282,5120,56978,0.1874934185124083,0.6193720600294541,0.5198843689699002,0.25257979542228887,0.07035110993410089,0.29976531473588713
1,3,11635,922,1614,2583,192,1068,18014,0.6458865326967914,0.22623530599411368,0.2993275465548873,0.3786667078448613,0.10323941504110927,0.2434896733955964
1,3,1206,3620,2857,1945,353,967,10948,0.11015710632078919,0.5750252174737445,0.5108433283322501,0.42149498185581163,0.17956428407524386,0.29719797274178505
1,3,20918,1916,1573,1960,231,961,27559,0.7590260894807503,0.2636732212769507,0.23890906790348923,0.2666835994962654,0.0915533547393733,0.18673682328307337
1,3,9785,848,1172,1677,200,406,14088,0.6945627484383873,0.24534276455219686,0.28842913954835064,0.3450180846061277,0.11914897932059788,0.16976116435885663
1,3,9385,1530,1422,3019,227,684,16267,0.576934898875023,0.30668460946615517,0.2956623775025522,0.4308021114292517,0.11812972562912152,0.20505686694669412
1,3,3352,1181,1328,5502,311,1000,12674,0.26447845983904056,0.30525873306743256,0.3236996174277407,0.6588756256728034,0.1566474548861156,0.28089444369039024
1,3,2647,2761,2313,907,95,1827,10550,0.2509004739336493,0.5115722442993177,0.4682325342830605,0.29320907895398235,0.09489330501406772,0.41614343134337345
1,3,518,4180,3600,659,122,654,9733,0.053221000719202716,0.6553371365643501,0.6081740545879902,0.26020722167585497,0.11195836657018174,0.2592182130736751
1,3,23632,6730,3842,8620,385,819,44028,0.5367493413282457,0.3909696569360347,0.2954025237540247,0.4424754239189289,0.09351168568321715,0.13638841173381966
1,3,12377,865,3204,1398,149,452,18445,0.6710219571699647,0.21655525351736238,0.4167800514381282,0.27530509948833676,0.08987808374488455,0.15654164297515816
1,3,9602,1316,1263,2921,841,290,16233,0.5915111193248321,0.28472693317796566,0.2789345306180214,0.424195819482939,0.22761380744528667,0.1336594299725987
2,3,4515,11991,9345,2644,3378,2213,34086,0.13245907410667135,0.5931160571748569,0.5236024054232093,0.27851122634068776,0.31480513135427873,0.25480191468066143
1,3,11535,1666,1428,6838,64,743,22274,0.517868366705576,0.2734880727902346,0.2532007548372578,0.5540710264429458,0.0536032200421448,0.18263974798308297
1,3,11442,1032,582,5390,74,247,18767,0.6096872169233228,0.2344997703005434,0.17610190958593389,0.5359162866703511,0.06279404109429569,0.1147231464455501
1,3,9612,577,935,1601,469,375,13569,0.7083793942073845,0.20621202419843995,0.2625015572915986,0.34349604796768124,0.18591417344565195,0.16624236653358732
1,3,4446,906,1238,3576,153,1014,11333,0.3923056560487073,0.2827428650749939,0.33051249146577233,0.5617283082723176,0.11619120909303798,0.29912074451729753
1,3,27167,2801,2128,13223,92,1902,47313,0.5741973664743305,0.24331355893813048,0.2120779753146288,0.5286579356269201,0.0440964543250878,0.2005002936746397
1,3,26539,4753,5091,220,10,340,36953,0.7181825562200633,0.3586402727467178,0.3711732738501408,0.07715898204882585,0.016450350246079357,0.09592120093824529
1,3,25606,11006,4604,127,632,288,42263,0.6058727492132598,0.510310604572502,0.33005589701824734,0.05481781231198514,0.12228646146427867,0.08254981094430984
1,3,18073,4613,3444,4324,914,715,32083,0.5633201383910482,0.37918770026783666,0.32763786385961524,0.36711772803583687,0.16878568563076066,0.14928478096580577
1,3,6884,1046,1167,2069,593,378,12137,0.5671912334184724,0.2935689816245389,0.31008428157383744,0.41288068763621605,0.2210404065620438,0.17647785802821714
1,3,25066,5010,5026,9806,1092,960,46960,0.5337734241908006,0.3266290583179168,0.3271502059302491,0.4569639084529763,0.1524920753659145,0.14297877518471744
2,3,7362,12844,18683,2854,7883,553,50179,0.14671476115506488,0.5059285029848838,0.6101860938210968,0.23848769895000732,0.39635538425201255,0.10497879044707766
2,3,8257,3880,6407,1646,2730,344,23264,0.3549260660247593,0.40838865432926674,0.5247895366446099,0.2659945392495708,0.3425619553598626,0.12160096647701059
1,3,8708,3634,6100,2349,2123,5137,28051,0.3104345656126341,0.35993019972219836,0.466327195305921,0.2893792150673722,0.27510648182674535,0.42793775970030956
1,3,6633,2096,4563,1389,1860,1892,18433,0.3598437584766451,0.3372078122816989,0.4975391075738115,0.27450680265040944,0.31765702232650606,0.32037790304499375
1,3,2126,3289,3281,1535,235,4365,14831,0.14334839188186907,0.4709195488568256,0.4703464795251466,0.32171326810707984,0.12587767526799387,0.5425089490634263
1,3,97,3605,12400,98,2970,62,19232,0.005043677204658902,0.4329526571436963,0.802968701408051,0.07138398893920037,0.3929759744215233,0.056778461384618895
1,3,4983,4859,6633,17866,912,2435,37688,0.13221715134790915,0.3590640324648123,0.4195207563867011,0.6885129595883587,0.15555926179827673,0.25418384045919157
1,3,5969,1990,3417,5679,1135,290,18480,0.3229978354978355,0.32815237723347773,0.43000302022497167,0.5543511475637033,0.24782604568073333,0.12527027058580456
2,3,7842,6046,8552,1691,3540,1874,29545,0.26542562193264513,0.4523682066804637,0.538011859416913,0.23923780363500852,0.3461462522653585,0.2518504876575702
2,3,4389,10940,10908,848,6728,993,34806,0.12609894845716255,0.5606368022952123,0.5598162576881854,0.15608848602186315,0.43965896527437687,0.16890696808686895
1,3,5065,5499,11055,364,3485,1063,26531,0.19090874825675624,0.45526582423184914,0.6455093892154774,0.11713154775658757,0.36243036916427945,0.20016577502657767
2,3,660,8494,18622,133,6740,776,35425,0.01863091037402964,0.48966740833278366,0.7250337640885799,0.061273246420340675,0.4361893110012638,0.1480048445677565
1,3,8861,3783,2223,633,1580,1521,18601,0.47637223805171763,0.4509724632080153,0.34570175553411164,0.18447338147165718,0.29144754211126706,0.28595418745443224
1,3,4456,5266,13227,25,6818,1393,31185,0.14288920955587622,0.4109297209133238,0.6512650951388568,0.028313732857645862,0.467579674455686,0.2113502101621335
2,3,17063,4847,9053,1031,3415,1784,37193,0.45876912322211166,0.3609989218087296,0.4933619536013216,0.1664940537775115,0.3030154334615174,0.21901144972436995
1,3,26400,1377,4172,830,948,1218,34945,0.7554728859636571,0.19850637001953278,0.3455251207944428,0.15411557245243665,0.16470684424583648,0.18669432713457676
2,3,17565,3686,4657,1059,1803,668,29438,0.596677763435016,0.3538535157645433,0.39773972441229577,0.18966789731303013,0.24748205459856135,0.15063784036893152
2,3,16980,2884,12232,874,3213,249,36432,0.4660737812911726,0.2813559613501444,0.5794383420783711,0.15488672954743085,0.2969708733272391,0.08267194721542481
1,3,11243,2408,2593,15348,108,1886,33586,0.3347525754778777,0.2677620963189036,0.2778574953265874,0.6760000894991056,0.05670648603350702,0.23696909086797982
1,3,13134,9347,14316,3141,5079,1894,46911,0.2799769776811409,0.44637388245829085,0.552425222681522,0.25875969034723373,0.3290423217818126,0.20093363543986284
1,3,31012,16687,5429,15082,439,1163,69812,0.4442216237896064,0.48890456566218615,0.2788655592119498,0.46479819005064954,0.07929891042600534,0.1290698535730088
1,3,3047,5970,4910,2198,850,317,17292,0.1762086513994911,0.5875766815461096,0.5328661497643232,0.35652601964417935,0.22171080020303768,0.1353963689658009
1,3,8607,1750,3580,47,84,2501,16569,0.5194640593880138,0.3249906566529299,0.46482915961144583,0.053259953140100735,0.07120188545089044,0.3885158104568632
1,3,3097,4230,16483,575,241,2080,26706,0.11596644948700667,0.39798413627333223,0.7856221272742241,0.1467335754192642,0.09499573317129507,0.27907905591214294
1,3,8533,5506,5160,13486,1377,1498,35560,0.23996062992125985,0.3934931961140834,0.3809289456608604,0.6158298013306713,0.19678232793984912,0.20524615526720227
1,3,21117,1162,4754,269,1328,395,29025,0.7275452196382429,0.2000861141051744,0.4047095703686483,0.09626979029626312,0.21390105338071985,0.11665743780404363
1,3,1982,3218,1493,1541,356,1449,10039,0.19743002291064848,0.5661712245984453,0.3856423109969636,0.39179247664478417,0.18831277007268374,0.3799172085692729
1,3,16731,3922,7994,688,2371,838,32544,0.5141039823008849,0.3471509268003871,0.4956174699296912,0.14539810740234846,0.2699170454159877,0.1604672994069437
1,3,29703,12051,16027,13135,182,2204,73302,0.40521404600147337,0.40546524228288305,0.4675932210485113,0.42330863379909395,0.04982849634818059,0.17339951681395066
1,3,39228,1431,764,4510,93,2346,48372,0.810965021086579,0.17199776151959054,0.12567522087830157,0.3053453065344351,0.0438474611711278,0.22022518413909767
2,3,14531,15488,30243,437,14841,1867,77407,0.18772204064231918,0.44730891295239195,0.6250608765422586,0.07513643762203256,0.4378662426006822,0.1553037852065575
1,3,10290,1981,2232,1038,168,2125,17834,0.5769877761579006,0.33328660283257333,0.35377139489082005,0.24125387384955096,0.09705775904240253,0.345187520246137
1,3,2787,1698,2510,65,477,52,7589,0.367242060877586,0.4730168008912774,0.5751016112158668,0.09254743827075022,0.2507072615203808,0.08277694524674524
